leg	item_id	status	evidence_path	assertion_or_counterexample	gate_run	lane_state	note
cs	E2	inapplicable	docs/FIXED-FORM-ALGORITHM.md:932	"the remap of an unknown variant to `None`, the drop-and-count of an unknown field — all forward reads, now `layout_newer`"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	unknown nested type is a forward read retired by §5.6 (reader-judgement; the record names E1 only)
cs	E3	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:158	"t.Run(r.row+"/new_reads_old", ...)" for enum_append/enum_width (the ordinal prefix row)	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	reconstructed as the enum-ordinal prefix evolution; asserted by enum_append/enum_width probes
cs	E4	inapplicable	docs/FIXED-FORM-ALGORITHM.md:394	"LADDER(a, b) or kind(a) == kind(b) or FAIL "kind changed""	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	kind_mismatch pairs: compile-time refusal is §5.1/S1's; the read-side case is unreachable through a lawful lineage
cs	E5	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:158	"t.Run(r.row+"/new_reads_old", ...)" for union_arm_payload_widen / union_append	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	reconstructed as the union arm/append evolution; asserted by the union rows
cs	E6	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:90	"widened int" (array_elem_widen/int_widen/uint_widen/float_widen/fixed_I_grow rows, widens: true)	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	reconstructed as the widening count (widened); asserted by the widens rows
cs	E7	inapplicable	docs/FIXED-FORM-ALGORITHM.md:402	"FAIL "variant removed | inserted | reordered | renamed""	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	variant/arm inserted mid-list: compile-time refusal is §5.1/S1's
cs	E8	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:102	"if (back[0].W != 77) ... the appended field is not its declared default"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	reconstructed as the appended-field default; asserted by field_append/nested_append
cs	E9	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:158	"t.Run(r.row+"/new_reads_old", ...)" for keyed_array_enum_append / optional_add	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	reconstructed as keyed-slot / optional-add evolution
cs	C1	weak	internal/codegen/cstable/fixedruntime.go:1133	"if (v < 0) { v = 0; if (report != null) report.Clamped++; }"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§4.5 count clamp v<0 (hostile half); runtime emits it, but the forged-count probe (writer_bound_count/R11) is owed
cs	C2	weak	internal/codegen/cstable/fixedruntime.go:1134	"else if ((uint)v > p.Size) { v = (int)p.Size; if (report != null) report.Clamped++; }"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§4.5 count clamp v>Max (hostile half); no running forged-count assertion
cs	C3	weak	internal/codegen/cstable/fixedruntime.go:1143	"if (v < 0) { v = 0; if (report != null) report.Clamped++; }" (text length clamp)	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§4.5 text length clamp; runtime emits it, no running forged-length assertion
cs	C4	owed	-	-	make tables-cs-leg -> "cs tables test passed"	open-PR #971	§4.5 fix 11: content violation refuses by name (text_ill_formed); fixedbounds.go:124 "THE CONTENT RULE IS NOT THIS LEG'S YET"
cs	C5	weak	internal/codegen/cstable/fixedversioning_test.go:158	wstring_grow row probes (wide text units in code units)	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§4.5 wide text units; wstring_grow read row runs, no unit/clamp counter asserted
cs	C6	weak	internal/codegen/cstable/fixedbounds_test.go:132	"TestFixedOrdinalOpIsSixtyFourBit ... strings.Contains(op, "ulong raw = 0;")"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.8 row 7 ordinal 64-bit temporary; generator-side Go test, not run by the leg gate (superseded by R31)
cs	C7	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:503	"Check(r.Clamped == 1, "signed fixed low end: and counts exactly ONE clamped");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§4.6 ranged-scalar clamp (hostile half), on both identity and compiled plans
cs	C8	weak	internal/codegen/cstable/fixedbounds.go:216	"bits(N) width clamp: `maxv := 2^N - 1` emitted"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	reconstructed as bits(N) clamp; emitted, no running forged-bits assertion
cs	C9	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:747	"Check(v.Pick.Type == UT.UtPickType.None, "tag past the last arm: the union lands None"); Check(r1.Clamped == 1, ...)"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§4.6 union tag past arm count lands None, counts clamped (identity path)
cs	C10	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:784	"Check(bent.Pick.B.Grade == UT.UtGrade.None, "ordinal past the last variant: the compiled plan lands None too"); Check(r2.Clamped == 1, ...)"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§4.6 enum ordinal past top lands None, counts clamped on both plans
cs	C12	weak	internal/codegen/cstable/fixedbounds.go:179	"if ((ulong)%s > %d) { %s = (%s)0; clamped++; }" (enum ordinal clamp)	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	reconstructed (ordinal remap/extent); emitted, running assertion is C10
cs	C13	weak	internal/codegen/cstable/fixedbounds.go:151	"if ((ulong)%s.Type > %d) { %s.Type = (%s)0; clamped++; }" (union tag clamp)	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	reconstructed (union tag extent clamp on both plans)
cs	C14	weak	internal/codegen/cstable/fixedbounds.go:187	"float range clamp (csClampBoth over f32/f64)"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	reconstructed (float range clamp); emitted, no running forged-float assertion
cs	W1	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:822	"Check(body.IndexOf((byte)0xAA) < 0, "SLACK IS ZERO: not one stained TEXT byte reached the wire");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§3.1 zeroed template + straight stores; text slack zero
cs	W2	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:823	"Check(body.IndexOf((byte)0x5A) < 0, "SLACK IS ZERO: not one stained ARRAY byte reached the wire");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§3.1 write only live elements / used length, never the whole bound
cs	W3	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:659	"Check(UT.Schema.UtRootFixedSave(root, wire) == wire.Length, "arm text: save fills what measure says");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§3.1 union writes the tag and the taken arm only (arm text save)
cs	W4	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:1027	"Check(body.IndexOf((byte)0x5A) < 0, "ABSENT OPTIONAL: not one byte of the absent payload reached the wire");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§3.1 absent optional writes flag 0 and skips the payload
cs	W5	weak	test/cs-tables/src/FixedFormChecks.cs:822	release run green (dotnet run -c Release)	make tables-cs-leg -> "cs tables test passed" (Release)	merged-on-lane	§3.1 write-side bound checks are DEBUG only; release run passes, no assertion the checks are stripped
cs	W6	weak	internal/codegen/cstable/fixedform.go:1765	"plan partitioned: `split` emitted, coalesce never crosses the split"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§4.1/§4.4 plan partition; generator-side only, no running cs assertion
cs	W7	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:126	"Check(FX1.Schema.FxRootFixedSave(one, w1) == w1.Length, "FX1 save");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§3 measure == bytes, save fills the measured length
cs	W8	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:1006	"Check(resaved[homingOffset] == 1, "hostile bool: resaved byte is strictly 1, not 0x7F");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§3 bool writes 0/1 on the wire
cs	W9	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:1059	"Check(pbody.IndexOf((byte)0x5A) >= 0, "absent optional: the present twin puts the bytes on the wire");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§3 present flag and payload write (the discriminating twin)
cs	W10	weak	internal/codegen/cstable/fixedruntime.go:379	"if (e.Size > RecordMaxBytes) { c.Fail("layout_record_too_large"); return 0; }"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§4.2 entry bounded by writer's record size; the name is wired only to the 65536 bound and zero root, not the entry-level fix 3 (R14)
cs	W11	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:843	"Check(back.MarksCount == 1 && back.Marks[0] == 7, "slack: the live count reads");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§3.1 counted array writes count then live elements
cs	W12	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:840	"Check(back.LabelLength == 2 && back.Label[0] == (byte)'h' ... "slack: the used length reads, and the buffer terminates at it");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§3.1 text writes length then payload; terminator at used length
cs	W13	weak	internal/codegen/cstable/fixedversioning_test.go:158	wstring_grow row (wide text read, not write)	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§3.1 wide text write; read row runs, no write-side wide assertion
cs	W14	weak	internal/codegen/cstable/fixedversioning_test.go:158	keyed_array_enum_append row	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§3.1 keyed array write every slot; read row runs, no write-side keyed assertion
cs	W15	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:566	"Check(back.Podium[0] == TD.Grade.Gold && ... "LoadoutConfig 3-byte fixed enum array reproduced");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§3.1 fixed array writes every element (folded run)
cs	W16	owed	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§4.1 nested union arm answers the OUTER tag (guard2/arg2 conjunction); cs has no guard2 lane (R28)
cs	P1	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:728	"Check(UtSame(viaPlan, id), "arm text: a COMPILED plan lands exactly what the identity plan lands");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	P1 identity == compiled on fields and counters (UtSame + signed-fixed compiled path)
cs	P2	weak	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	P2 write-read-write byte-identical; no dedicated cs round-trip-identity assertion (cpp properties gate)
cs	P3	owed	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	P3 mutate every record byte {00,01,02,7f,80,ff} both paths; only in cpp fixedform_properties gate
cs	P4	owed	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	P4 (fourth property); no cs assertion found at this head
cs	R1	implemented-asserted	internal/codegen/cstable/fixedlineage.go:103	"entries := append([]FixedLineageEntry(nil), g.lineage[st.Name]...)" oldest-first, own appended last	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.2 COMPILE lays lineage as static data, oldest first (exercised by lineage_merge probe)
cs	R2	implemented-asserted	internal/codegen/cstable/fixedlineage.go:72	"Record: 8 + fixedTypeBytes(st)"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.2 record_bytes is 8+body; backend takes it whole, adds nothing
cs	R3	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:562	"if (r.Reason != "layout_unsupported") { bad += ProbeLog.Fail(@NAME@, "a hash below the floor owes layout_unsupported, not " + r.Reason); }"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.2/§5.3 floor, below it layout_unsupported reporting the file's hash (floor_below/floor_raise_live)
cs	R4	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:589	"if (r.LayoutHash != want) { bad += ProbeLog.Fail(@NAME@, "layout_newer reports THE FILE'S hash and nothing else"); }"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.3 hash never re-derived at runtime; the hash is a handed constant, identity by index
cs	R5	weak	internal/codegen/cstable/fixedlineage.go:50	"Digest []byte ... carried and not recomputed"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.2 definitions digest is the compiler's; the cs backend carries it verbatim, no leg-side assertion runs
cs	R6	owed	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.2 table past 65536 ceiling is not a fixed-form root (JS hurt #931); no cs-leg assertion
cs	R7	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:618	"if (n < 1 || r.Refused || r.Malformed) ... the reader's OWN hash selects the identity plan"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.3 step 8 identity lane is an index comparison, never a recomputed hash
cs	R8	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:585	"if (n != -1 || r.Reason != "layout_newer") ... a hash in no lineage entry owes layout_newer"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.3 hash in no lineage -> layout_newer, file's hash and nothing else
cs	R9	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:607	"if (n != -1 || r.Reason != "layout_malformed") ... a KNOWN hash whose layout bytes differ is one name, layout_malformed"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.3 known hash, different bytes -> layout_malformed (the seven §1.1 names collapse)
cs	R10	weak	test/cs-tables/src/FixedFormChecks.cs:52	"SKIPPED: TestFixedLayoutValidation — §5.6 retires the run-time walk of a stranger's layout"	make tables-cs-leg -> "cs tables test passed" (skip)	merged-on-lane	§5.6 runtime walk + header-hash recompute retired by name; the skip is the evidence
cs	R11	owed	-	-	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.3/§5.8 row 4 writer_bound_count probe owed (forged count 7 lands writer's bound, clamped==1)
cs	R12	owed	-	-	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.3/§5.8 row 9 refuse_writes_nothing probe owed (hash check before prefill)
cs	R13	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:534	"if (r.Malformed) { bad += ProbeLog.Fail(@NAME@, "a refusal by name never sets malformed too (§5.3, the joint answer)"); }"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.3 REFUSE is total: refused+reason and malformed never both, no counter moves
cs	R14	owed	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.3/§5.8 row 13 layout_record_too_large for an entry (fix 3); cs wires the name only to the 65536 bound and zero root (fixedruntime.go:379,477)
cs	R15	weak	docs/FIXED-FORM-ALGORITHM.md:932	"the count clamp across bounds, the range clamp across versions, the remap of an unknown variant to `None`, the drop-and-count of an unknown field — all forward reads, now `layout_newer`"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.6 four forward-read clamps retired; evidenced by the named skips, no dedicated assertion
cs	R16	owed	-	-	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.4/§5.8 rows 11,12 unknown_census + forged_ordinal_both_plans probes owed (the two named rows)
cs	R17	implemented-asserted	test/cs-tables/src/FixedFormChecks.cs:1001	"Check(back.Homing == true, "hostile bool: nonzero byte normalized to true");"	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.4 bool/present byte !=0/1 normalises and counts nothing
cs	R18	weak	internal/codegen/cstable/fixedbounds.go:176	"if csOrdinalFillsStorage(...) { return }" (a clamp that cannot fire is not emitted)	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.4 a clamp that cannot fire is not emitted; generator-side, no running cs assertion
cs	R19	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:458	"if (r.Unknown != 0 || r.KindMismatch != 0 || r.Clamped != 0 || r.Duplicate != 0 ...) { bad += ... "counters moved on a clean backward read" }"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.4 clean NEW-READS-OLD of an append moves no counter
cs	R20	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:102	"if (back[0].W != 77) ... the appended field is not its declared default"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§21.2 landing rules: appended field lands its declared default (nonzero unknown withdrawn §5.9 #30)
cs	R21	weak	internal/codegen/cstable/fixedversioning_test.go:110	float_widen row (widens)	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§21 widenf bit-exact (NaN payload kept); float_widen row runs but no NaN-payload assertion
cs	R22	owed	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§21.4 closure rule: pointer/map/unbounded array compile refusal is the shared compiler's check, no cs-leg assertion
cs	R23	weak	internal/codegen/cstable/fixedlineage.go:47	"FixedLineageEntry { Wire; Layout; Digest; Record; Retired; Reason }" member order	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.2/§5.9 #19,#15 static-data member names and layout_hash last; generator-side, no running cs assertion
cs	R24	owed	-	-	make tables-cs-leg -> "cs tables test passed"	open-PR #971	§4.5 fix 11 ill-formed text refuses by name (text_ill_formed); fixedbounds.go:124 "NOT THIS LEG'S YET", rides #971
cs	R25	weak	test/cs-tables/src/FixedFormChecks.cs:422	"Check(bad < 0 && r5.Refused && r5.Reason == "plan_too_large", ...)"	make tables-cs-leg -> "cs tables test passed" (skipped)	merged-on-lane	§5.3 plan_too_large; runtime emits it, assertion lives in the §5.6-skipped forward-read test
cs	R26	owed	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.3/§5.9 #36 a lineage entry that would not build -> named refusal, never a throw; no cs assertion
cs	R27	weak	internal/codegen/cstable/fixedversioning_test.go:98	"if (back[0].X != 11 || back[0].Y != 22 || back[0].Z != 33) ... the old writer's values did not land"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.9 #32/#37 manifest is the oracle; cs reads the corpus bytes but hardcodes values, does not parse manifest.txt
cs	R28	owed	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	queue row 4 / §5.8 row 6 guard chain (arm inside arm answers OUTER tag); cs has no guard2/arg2 lane
cs	R29	owed	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.9 #27 band case (widen across 65536, clamp to writer's bounds); no cs assertion
cs	R30	owed	-	-	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	queue row 6 compressed float rides as the float; cfloat_res_refine/cfloat_range_widen rows owed
cs	R31	weak	internal/codegen/cstable/fixedform_test.go:18	"TestFixedGuardComparedAtArgW ... "public byte ArgW;"" full-width guard + 64-bit ordinal temp	make tables-cs-leg -> "cs tables test passed"	merged-on-lane	§5.8 rows 5,7,14 full-width lanes; ArgW runtime assertion runs, ordinal-64 is generator-side
cs	R32	implemented-asserted	internal/codegen/cstable/fixedversioning_test.go:562	"if (r.Reason != "layout_unsupported") ... a hash below the floor owes layout_unsupported"	make tables-cs-versioning -> "ok .../cstable 5.745s"	merged-on-lane	§5.6 retire for real: refused by name (floor probes); idempotent retire is S3's
